properties_doc_report.gender,properties_doc_report.document_type,properties_doc_report.date_of_expiry,properties_doc_report.issuing_country,properties_doc_report.nationality,properties_doc_report.issuing_date,properties_doc_report.issuing_state,properties_doc_report.document_version,created_at_doc_report,result_doc_report,conclusive_document_quality_result
Female,national_identity_card,2018-02-07,PRT,PRT,,,,2017-10-10 14:04:00,clear,clear
Female,national_identity_card,2022-03-22,LTU,,,,,2017-10-10 14:25:53,consider,consider
Male,driving_licence,2023-02-28,GBR,,2017-07-16,,,2017-10-10 14:47:09,consider,consider
Male,national_identity_card,2021-01-25,LTU,,,,,2017-10-10 14:53:26,consider,consider
Male,residence_permit,2020-03-12,ESP,,,,,2017-10-10 15:02:56,clear,clear
,driving_licence,2031-12-05,NOR,,,,,2017-10-10 15:06:52,clear,clear
Male,passport,2025-08-30,FRA,FRA,,,,2017-10-10 15:15:02,clear,clear
Male,passport,2027-10-03,GBR,GBR,,,,2017-10-10 15:29:10,clear,clear
,,,,,,,,2017-10-10 15:51:20,consider,
Male,driving_licence,2023-12-03,GBR,,2017-02-13,,,2017-10-10 15:55:21,clear,clear
,,,,,,,,2017-10-10 16:31:40,consider,
,driving_licence,,FRA,,2013-09-04,,,2017-10-10 16:39:35,clear,clear
Female,national_identity_card,2018-10-07,LTU,LTU,,,,2017-10-10 16:45:44,clear,clear
Male,national_identity_card,2021-07-11,HRV,HRV,,,,2017-10-10 16:52:32,clear,clear
Female,driving_licence,2019-09-14,GBR,,2017-01-03,,,2017-10-10 16:54:22,consider,consider
Male,passport,2022-08-31,TUR,TUR,,,,2017-10-10 16:58:16,clear,clear
,,,,,,,,2017-10-10 16:58:35,consider,
,national_identity_card,2022-04-24,DEU,DEU,,,,2017-10-10 16:59:20,clear,clear
Male,national_identity_card,2022-04-27,IRL,,,,,2017-10-10 17:13:31,clear,clear
Male,driving_licence,2018-02-11,GBR,,2014-03-05,,,2017-10-10 17:14:01,clear,clear
,,,,,,,,2017-10-10 17:18:57,consider,
Male,passport,2024-04-29,MEX,MEX,,,,2017-10-10 17:30:30,clear,clear
,,,,,,,,2017-10-10 17:30:51,consider,
Male,passport,2022-08-14,HUN,HUN,,,,2017-10-10 17:49:33,clear,clear
Female,national_identity_card,2022-08-10,PRT,PRT,,,,2017-10-10 17:53:31,consider,consider
Male,national_identity_card,,FRA,,2012-05,,,2017-10-10 17:56:56,consider,consider
Male,passport,2026-11-15,FRA,FRA,,,,2017-10-10 18:07:43,clear,clear
,,,,,,,,2017-10-10 18:15:42,consider,
Female,passport,2019-09-23,SVN,SVN,,,,2017-10-10 18:32:40,consider,consider
,driving_licence,2030-02-26,POL,,2015-02-26,,,2017-10-10 19:01:14,consider,consider
,driving_licence,,POL,,2010-02-19,,,2017-10-10 19:22:25,clear,clear
,,,,,,,,2017-10-10 19:35:01,consider,
Male,driving_licence,2020-06-01,GBR,,2017-03-25,,,2017-10-10 19:55:28,clear,clear
,,,,,,,,2017-10-10 20:02:22,consider,
Male,national_identity_card,2021-08-30,LTU,LTU,,,,2017-10-10 20:09:42,clear,clear
,driving_licence,2030-10-14,AUT,,2015-10-15,,,2017-10-10 20:11:51,clear,clear
,driving_licence,2019-09-14,IRL,,2017-09-15,,,2017-10-10 20:13:25,clear,clear
,,,,,,,,2017-10-10 20:34:18,consider,
Male,national_identity_card,,FRA,,2010-11,,,2017-10-10 20:54:29,clear,clear
Female,passport,2027-10-02,FRA,FRA,,,,2017-10-10 21:04:29,clear,clear
Female,driving_licence,2027-05-15,GBR,,2017-05-16,,,2017-10-10 21:15:08,consider,consider
Male,driving_licence,2020-03-04,GBR,,2011-01-28,,,2017-10-10 21:22:19,clear,clear
,driving_licence,2031-02-24,FRA,,2016-02-24,,,2017-10-10 21:25:21,clear,clear
Male,national_identity_card,2018-02-19,POL,POL,,,,2017-10-10 21:28:39,clear,clear
Female,passport,2027-03-27,FRA,FRA,,,,2017-10-10 22:22:09,consider,consider
,driving_licence,2032-08-01,CYP,,2017-08-02,,,2017-10-10 22:59:29,clear,clear
,driving_licence,2019-05-09,LTU,,2017-05-09,,,2017-10-11 01:05:25,clear,clear
Male,national_identity_card,2019-10-09,LTU,LTU,,,,2017-10-11 05:46:37,clear,clear
,,,,,,,,2017-10-11 06:16:04,consider,
Male,driving_licence,2027-08-11,GBR,,2017-08-12,,,2017-10-11 06:23:46,clear,clear
Male,national_identity_card,2026-01-18,POL,POL,,,,2017-10-11 07:17:16,clear,clear
,driving_licence,2020-06-30,GBR,,2010-12-08,,,2017-10-11 07:19:17,clear,clear
Male,driving_licence,2025-11-18,GBR,,2017-05-21,,,2017-10-11 07:34:13,consider,consider
,driving_licence,2021-11-09,ITA,,2011-11-09,,,2017-10-11 07:48:55,clear,clear
,driving_licence,2018-04-03,AUS,,,NSW,,2017-10-11 07:53:18,clear,clear
Female,passport,2025-05-05,GBR,GBR,,,,2017-10-11 08:25:14,clear,clear
Male,driving_licence,2022-08-17,GBR,,2012-12-29,,,2017-10-11 08:32:35,clear,clear
Female,passport,2025-06-23,FRA,FRA,,,,2017-10-11 08:46:39,clear,clear
,national_identity_card,2024-05-18,DEU,DEU,,,,2017-10-11 08:52:18,clear,clear
Male,national_identity_card,,FRA,,2008-05,,,2017-10-11 09:01:27,clear,clear
,,,,,,,,2017-10-11 09:38:58,consider,
Male,national_identity_card,,FRA,,2015-01,,,2017-10-11 10:20:19,clear,clear
,driving_licence,2026-10-18,ESP,,2016-09-27,,,2017-10-11 10:27:14,clear,clear
Male,national_identity_card,,FRA,,2014-05,,,2017-10-11 10:42:22,clear,clear
,,,,,,,,2017-10-11 11:01:28,consider,
,national_identity_card,,ITA,,,,,2017-10-11 11:19:34,clear,clear
,,,,,,,,2017-10-11 11:20:57,consider,
,,,,,,,,2017-10-11 11:22:10,consider,
,,,,,,,,2017-10-11 11:26:56,consider,
Male,national_identity_card,2025-09-16,LTU,LTU,,,,2017-10-11 11:39:15,clear,clear
,driving_licence,2025-06-04,LTU,,2015-06-04,,,2017-10-11 12:14:13,clear,clear
Male,national_identity_card,,FRA,,2013-05,,,2017-10-11 12:43:22,clear,clear
Female,passport,2021-09-04,GBR,GBR,,,,2017-10-11 12:44:58,clear,clear
Male,national_identity_card,2021-02-25,SWE,SWE,,,,2017-10-11 12:52:33,clear,clear
,,,,,,,,2017-10-11 13:05:17,consider,
,,,,,,,,2017-10-11 13:05:51,consider,
,,,,,,,,2017-10-11 14:01:24,consider,
Male,national_identity_card,2021-04-08,ROU,ROU,,,,2017-10-11 14:18:06,clear,clear
,driving_licence,2023-04-23,HUN,,2013-04-23,,,2017-10-11 14:26:29,clear,clear
,,,,,,,,2017-10-11 14:33:26,consider,
,,,,,,,,2017-10-11 14:46:55,consider,
,,,,,,,,2017-10-11 14:54:54,consider,
Male,national_identity_card,2027-04-05,POL,POL,,,,2017-10-11 14:58:06,clear,clear
Male,residence_permit,2026-12-13,FRA,IND,,,,2017-10-11 14:58:32,clear,clear
Male,passport,2019-11-06,PRT,PRT,,,,2017-10-11 15:52:29,clear,clear
Male,passport,2019-02-06,BEL,BEL,,,,2017-10-11 16:00:44,clear,clear
,,,,,,,,2017-10-11 16:07:43,consider,
Female,national_identity_card,2025-12-02,LTU,LTU,,,,2017-10-11 16:09:34,clear,clear
Male,national_identity_card,,FRA,,2009-09,,,2017-10-11 16:14:34,clear,clear
Female,passport,2023-04-29,POL,POL,,,,2017-10-11 16:23:17,clear,clear
Male,passport,2023-09-29,TUR,TUR,,,,2017-10-11 16:25:21,clear,clear
,,,,,,,,2017-10-11 17:01:11,consider,
Male,driving_licence,2022-03-29,GBR,,2014-10-09,,,2017-10-11 17:06:34,consider,consider
Male,national_identity_card,,FRA,,2016-04,,,2017-10-11 17:06:43,clear,clear
Male,national_identity_card,,FRA,,2010-09,,,2017-10-11 17:08:23,clear,clear
,driving_licence,2026-11-16,ITA,,2016-10-13,,,2017-10-11 17:31:06,clear,clear
,,,,,,,,2017-10-11 17:33:32,consider,
Male,driving_licence,2020-11-29,GBR,,2010-11-30,,,2017-10-11 17:48:54,consider,consider
Male,driving_licence,2024-03-03,GBR,,2014-03-04,,,2017-10-11 18:00:43,clear,clear
Female,passport,2025-01-27,ITA,ITA,,,,2017-10-11 18:05:45,clear,clear
Male,passport,2026-02-04,FRA,FRA,,,,2017-10-11 18:06:31,consider,consider
,,,,,,,,2017-10-11 18:15:33,consider,
Male,national_identity_card,,FRA,,2016-02,,,2017-10-11 18:17:16,clear,clear
Male,driving_licence,2021-04-21,GBR,,2016-06-23,,,2017-10-11 18:25:50,consider,consider
Male,passport,2023-06-17,IRL,IRL,,,,2017-10-11 18:38:15,clear,clear
Female,national_identity_card,2020-01-27,LVA,LVA,,,,2017-10-11 18:47:42,clear,clear
Male,national_identity_card,2020-10-21,IRL,,,,,2017-10-11 18:56:41,consider,consider
,,,,,,,,2017-10-11 19:00:51,consider,
,driving_licence,2021-10-13,GBR,,2012-05-08,,,2017-10-11 19:04:11,consider,consider
Female,driving_licence,2021-05-26,GBR,,2012-04-04,,,2017-10-11 19:08:13,clear,clear
,,,,,,,,2017-10-11 19:17:29,consider,
,,,,,,,,2017-10-11 19:18:19,consider,
,national_identity_card,,ITA,,,,,2017-10-11 19:23:24,clear,clear
,,,,,,,,2017-10-11 19:24:11,consider,
Female,passport,2024-01-05,FRA,FRA,,,,2017-10-11 19:44:51,clear,clear
,national_identity_card,2020-01-10,DEU,DEU,,,,2017-10-11 19:47:27,clear,clear
Female,national_identity_card,2021-09-19,BGR,BGR,,,,2017-10-11 19:50:06,clear,clear
,,,,,,,,2017-10-11 19:59:21,consider,
,driving_licence,2023-04-23,LTU,,2013-04-23,,,2017-10-11 20:01:23,clear,clear
Male,driving_licence,2022-03-07,GBR,,2017-07-03,,,2017-10-11 20:10:59,consider,consider
,,,,,,,,2017-10-11 20:20:30,consider,
,,,,,,,,2017-10-11 20:25:34,consider,
Male,national_identity_card,,FRA,,2012-04,,,2017-10-11 20:31:45,clear,clear
,,,,,,,,2017-10-11 20:40:52,consider,
Male,national_identity_card,,FRA,,2012-05,,,2017-10-11 20:45:00,consider,consider
,,,,,,,,2017-10-11 20:51:41,consider,
,,,,,,,,2017-10-11 21:28:52,consider,
Male,national_identity_card,2022-07-27,PRT,PRT,,,,2017-10-11 21:56:19,clear,clear
Male,driving_licence,2019-11-16,GBR,,2013-12-06,,,2017-10-11 22:33:06,consider,consider
Female,passport,2018-10-28,PRT,PRT,,,,2017-10-12 00:43:24,clear,clear
Male,national_identity_card,,FRA,,2016-11,,,2017-10-12 01:02:44,clear,clear
Male,national_identity_card,2024-03-10,LTU,LTU,,,,2017-10-12 04:16:02,clear,clear
,,,,,,,,2017-10-12 06:15:34,consider,
,,,,,,,,2017-10-12 07:03:15,consider,
Female,passport,2021-07-06,GBR,GBR,,,,2017-10-12 07:19:54,clear,clear
Male,national_identity_card,,FRA,,2008-09,,,2017-10-12 08:00:37,clear,clear
Male,passport,2022-09-25,CHE,CHE,,,,2017-10-12 08:07:46,consider,consider
Male,driving_licence,2026-03-31,GBR,,2016-10-26,,,2017-10-12 08:15:58,clear,clear
,,,,,,,,2017-10-12 08:23:10,consider,
,national_identity_card,2019-01-17,DEU,DEU,,,,2017-10-12 09:28:40,clear,clear
,,,,,,,,2017-10-12 09:44:46,consider,
Male,national_identity_card,2020-01-18,LTU,LTU,,,,2017-10-12 09:50:27,clear,clear
Male,driving_licence,2020-09-14,GBR,,2015-09-15,,,2017-10-12 09:50:59,consider,consider
,,,,,,,,2017-10-12 09:55:56,consider,
Male,national_identity_card,,FRA,,2010-11,,,2017-10-12 10:05:02,clear,clear
Male,driving_licence,2025-08-03,GBR,,2017-02-11,,,2017-10-12 10:07:10,consider,consider
Male,national_identity_card,,FRA,,2014-03,,,2017-10-12 10:09:42,consider,consider
Male,national_identity_card,,FRA,,2015-03,,,2017-10-12 10:40:29,clear,clear
Female,national_identity_card,,FRA,,2009-07,,,2017-10-12 10:43:50,clear,clear
Male,passport,2027-02-15,DNK,DNK,,,,2017-10-12 11:01:25,clear,clear
Female,passport,2027-07-13,NZL,NZL,,,,2017-10-12 11:24:09,clear,clear
Female,national_identity_card,2027-03-13,POL,POL,,,,2017-10-12 11:25:04,clear,clear
,driving_licence,2026-09-28,ESP,,2016-09-29,,,2017-10-12 11:26:27,clear,clear
Male,passport,2019-03-28,IRL,IRL,,,,2017-10-12 11:34:55,consider,consider
Male,passport,2025-07-24,GBR,GBR,,,,2017-10-12 11:38:06,clear,clear
Male,passport,2021-10-13,ROU,ROU,,,,2017-10-12 12:02:36,clear,clear
Male,national_identity_card,,FRA,,2007-11,,,2017-10-12 12:04:32,clear,clear
Male,national_identity_card,,FRA,,2015-03,,,2017-10-12 12:16:32,clear,clear
Female,national_identity_card,2026-02-15,LTU,LTU,,,,2017-10-12 12:27:05,clear,clear
Female,national_identity_card,2020-12-03,ROU,ROU,,,,2017-10-12 12:28:02,clear,clear
Male,national_identity_card,2022-03-14,ESP,ESP,,,,2017-10-12 12:31:27,clear,clear
,,,,,,,,2017-10-12 12:37:01,consider,
Male,driving_licence,2027-09-25,GBR,,,,,2017-10-12 12:39:31,clear,clear
Female,passport,2026-07-21,CZE,CZE,,,,2017-10-12 12:45:38,clear,clear
,driving_licence,2027-02-19,GBR,,2017-03-18,,,2017-10-12 13:13:25,clear,clear
Female,passport,2026-09-09,GBR,GBR,,,,2017-10-12 13:18:01,clear,clear
,driving_licence,,POL,,2007-04-12,,,2017-10-12 13:18:32,clear,clear
Male,driving_licence,2017-11-22,GBR,,2016-07-27,,,2017-10-12 13:20:46,clear,clear
,driving_licence,,POL,,2009-01-29,,,2017-10-12 13:25:12,clear,clear
Female,passport,2024-04-07,FRA,FRA,,,,2017-10-12 13:28:53,consider,consider
Male,national_identity_card,2022-01-23,LTU,LTU,,,,2017-10-12 13:35:12,consider,clear
,driving_licence,2027-01-18,GBR,,2016-11-22,,,2017-10-12 13:44:09,clear,clear
Male,driving_licence,2021-06-09,GBR,,2011-11-18,,,2017-10-12 14:02:40,consider,consider
Female,national_identity_card,2021-10-25,LTU,LTU,,,,2017-10-12 14:03:24,clear,clear
Female,passport,2027-02-16,IND,IND,,,,2017-10-12 14:16:59,clear,clear
Male,driving_licence,2025-10-07,GBR,,2015-10-08,,,2017-10-12 14:24:33,clear,clear
,driving_licence,2022-12-28,NLD,,2012-12-28,,,2017-10-12 14:40:56,clear,clear
Female,driving_licence,2024-09-23,GBR,,2014-09-24,,,2017-10-12 14:44:10,clear,clear
,,,,,,,,2017-10-12 14:52:55,consider,
,driving_licence,2020-06-11,LTU,,2010-06-11,,,2017-10-12 14:57:34,clear,clear
,,,,,,,,2017-10-12 15:01:54,consider,
,,,,,,,,2017-10-12 15:06:23,consider,
Female,driving_licence,2021-02-03,GBR,,2014-09-09,,,2017-10-12 15:15:18,clear,clear
Male,national_identity_card,2020-07-02,ESP,,,,,2017-10-12 15:21:35,consider,consider
Female,national_identity_card,2026-01-15,LTU,LTU,,,,2017-10-12 15:22:58,clear,clear
Male,national_identity_card,,FRA,,2008-03,,,2017-10-12 15:31:38,clear,clear
Female,national_identity_card,2018-06-27,ESP,ESP,,,,2017-10-12 15:32:48,clear,clear
Male,passport,2023-07-04,FRA,FRA,,,,2017-10-12 16:05:54,consider,consider
Female,national_identity_card,2026-09-01,BEL,BEL,,,,2017-10-12 16:15:20,clear,clear
Female,driving_licence,2024-09-02,GBR,,2014-09-03,,,2017-10-12 16:29:13,consider,consider
,driving_licence,2024-11-25,IRL,,2014-11-26,,,2017-10-12 16:30:07,clear,clear
,driving_licence,2025-07-07,LTU,,2015-07-07,,,2017-10-12 16:30:17,clear,clear
Male,passport,2024-09-17,GBR,GBR,,,,2017-10-12 16:42:40,clear,clear
Male,national_identity_card,2022-04-16,LTU,,,,,2017-10-12 16:52:42,clear,clear
,,,,,,,,2017-10-12 16:53:17,consider,
,,,,,,,,2017-10-12 16:58:00,consider,
Male,driving_licence,2018-01-19,GBR,,2008-09-06,,,2017-10-12 16:58:29,clear,clear
Male,passport,2026-11-02,IRL,IRL,,,,2017-10-12 16:59:45,consider,consider
Male,passport,2025-03-25,FRA,FRA,,,,2017-10-12 17:00:49,consider,consider
,,,,,,,,2017-10-12 17:06:34,consider,
Male,national_identity_card,,FRA,,2013-04,,,2017-10-12 17:09:30,clear,clear
Male,passport,2027-03-06,FRA,FRA,,,,2017-10-12 17:11:35,clear,clear
Female,passport,2025-05-22,GBR,GBR,,,,2017-10-12 17:13:02,consider,consider
Female,passport,2019-11-08,MYS,MYS,,,,2017-10-12 17:15:48,clear,clear
,driving_licence,2022-06-13,ITA,,2016-02-24,,,2017-10-12 17:21:26,clear,clear
,,,,,,,,2017-10-12 17:24:16,consider,
Male,passport,2021-11-25,GBR,GBR,,,,2017-10-12 17:24:35,clear,clear
,,,,,,,,2017-10-12 17:31:30,consider,
,national_identity_card,2021-06-06,DEU,,,,,2017-10-12 17:41:59,clear,clear
Male,passport,2023-02-10,IRL,IRL,,,,2017-10-12 17:43:08,clear,clear
,driving_licence,2018-09-22,IRL,,2008-09-23,,,2017-10-12 17:45:02,clear,clear
Male,passport,2023-07-08,LTU,LTU,,,,2017-10-12 17:45:26,consider,consider
Female,national_identity_card,2027-03-16,LTU,LTU,,,,2017-10-12 17:49:44,consider,consider
Male,national_identity_card,,FRA,,2014-04,,,2017-10-12 17:52:54,clear,clear
Male,national_identity_card,,FRA,,2008-10,,,2017-10-12 18:18:17,clear,clear
Male,driving_licence,2026-02-28,GBR,,2016-03-01,,,2017-10-12 18:23:26,consider,consider
,,,,,,,,2017-10-12 19:00:24,consider,
,driving_licence,2023-09-18,LTU,,2013-09-18,,,2017-10-12 19:02:49,clear,clear
Female,national_identity_card,,FRA,,2013-12,,,2017-10-12 19:08:49,clear,clear
,,,,,,,,2017-10-12 19:17:29,consider,
Female,passport,2024-08-06,FRA,FRA,,,,2017-10-12 19:23:55,clear,clear
Male,national_identity_card,,FRA,,2007-07,,,2017-10-12 19:26:54,clear,clear
Male,driving_licence,2019-03-14,GBR,,2014-09-02,,,2017-10-12 19:40:30,consider,consider
,,,,,,,,2017-10-12 19:46:58,consider,
Female,national_identity_card,2020-09-30,ESP,ESP,,,,2017-10-12 19:56:09,clear,clear
,driving_licence,2025-06-23,SWE,,2015-06-24,,,2017-10-12 19:59:37,clear,clear
Male,national_identity_card,2018-02-05,LTU,LTU,,,,2017-10-12 20:07:06,clear,clear
,,,,,,,,2017-10-12 20:09:51,consider,
Male,passport,2025-01-26,FRA,FRA,,,,2017-10-12 20:17:08,consider,consider
Male,driving_licence,2023-06-28,GBR,,2015-04-15,,,2017-10-12 20:17:45,consider,consider
Male,national_identity_card,2021-03-15,HRV,HRV,,,,2017-10-12 20:26:30,clear,clear
Male,driving_licence,2027-09-02,GBR,,2017-09-03,,,2017-10-12 21:04:45,clear,clear
,driving_licence,2019-08-01,IRL,,2017-08-02,,,2017-10-12 21:24:09,clear,clear
Female,driving_licence,2020-12-16,GBR,,2010-12-17,,,2017-10-12 21:24:18,clear,clear
,driving_licence,2008-09-22,ITA,,2000-09-06,,,2017-10-12 21:27:50,consider,clear
,,,,,,,,2017-10-12 21:45:19,consider,
,national_identity_card,2022-09-07,DEU,DEU,,,,2017-10-12 21:50:54,consider,consider
Male,driving_licence,2022-05-21,GBR,,2012-05-22,,,2017-10-12 22:03:50,clear,clear
,,,,,,,,2017-10-12 22:17:47,consider,
,,,,,,,,2017-10-12 22:34:16,consider,
,driving_licence,,POL,,2016-07-19,,,2017-10-12 22:56:03,clear,clear
,,,,,,,,2017-10-12 23:02:41,consider,
,driving_licence,2019-07-27,SWE,,2009-07-27,,,2017-10-12 23:50:54,consider,consider
Male,passport,2020-06-14,FRA,FRA,,,,2017-10-13 05:40:07,clear,clear
,driving_licence,2029-11-17,FRA,,2014-11-17,,,2017-10-13 06:18:07,clear,clear
,,,,,,,,2017-10-13 06:42:11,consider,
,,,,,,,,2017-10-13 06:51:50,consider,
Female,national_identity_card,2021-07-11,LTU,LTU,,,,2017-10-13 07:25:49,clear,clear
,driving_licence,2024-06-04,LTU,,2014-06-04,,,2017-10-13 07:33:24,clear,clear
Female,driving_licence,2021-10-18,GBR,,2011-10-19,,,2017-10-13 07:38:35,clear,clear
Female,driving_licence,2027-05-17,GBR,,2017-05-18,,,2017-10-13 07:40:47,consider,consider
,,,,,,,,2017-10-13 08:04:51,consider,
,national_identity_card,,ITA,,,,,2017-10-13 08:14:10,clear,clear
Female,national_identity_card,2023-06-21,LTU,LTU,,,,2017-10-13 08:31:57,clear,clear
Male,national_identity_card,2018-10-15,LTU,LTU,,,,2017-10-13 08:38:33,clear,clear
,driving_licence,2022-02-08,ROU,,2012-02-08,,,2017-10-13 08:41:28,clear,clear
Male,national_identity_card,2024-10-23,CHE,CHE,,,,2017-10-13 08:49:18,clear,clear
,driving_licence,2024-02-14,IRL,,2014-02-21,,,2017-10-13 08:49:43,clear,clear
,driving_licence,2032-05-17,FRA,,2017-05-17,,,2017-10-13 08:52:01,clear,clear
,,,,,,,,2017-10-13 08:58:11,consider,
Male,national_identity_card,,FRA,,2010-05,,,2017-10-13 09:29:44,clear,clear
Female,national_identity_card,2025-08-10,LTU,LTU,,,,2017-10-13 09:38:53,consider,consider
Female,national_identity_card,2020-03-26,PRT,PRT,,,,2017-10-13 09:59:18,consider,consider
Female,driving_licence,2022-12-21,GBR,,2012-12-22,,,2017-10-13 09:59:29,clear,clear
Male,national_identity_card,2018-08-07,EST,EST,,,,2017-10-13 10:07:36,clear,clear
Female,passport,2022-01-09,PRT,PRT,,,,2017-10-13 10:07:43,clear,clear
Female,driving_licence,2023-05-14,GBR,,2013-05-15,,,2017-10-13 10:17:33,clear,clear
,,,,,,,,2017-10-13 10:31:35,consider,
,driving_licence,2024-05-15,IRL,,2014-05-29,,,2017-10-13 10:34:11,clear,clear
,driving_licence,,DEU,,2003-06-19,,,2017-10-13 10:36:17,clear,clear
Female,national_identity_card,2018-07-03,ESP,ESP,,,,2017-10-13 10:39:31,clear,clear
,driving_licence,,NOR,,,,,2017-10-13 10:52:35,clear,clear
Female,national_identity_card,,FRA,,2011-09,,,2017-10-13 10:54:46,clear,clear
Male,passport,2021-08-03,LTU,LTU,,,,2017-10-13 10:59:55,consider,consider
Male,national_identity_card,,FRA,,2013-02,,,2017-10-13 11:00:08,clear,clear
Male,passport,2021-03-28,FRA,FRA,,,,2017-10-13 11:02:00,clear,clear
Male,national_identity_card,,FRA,,2016-08,,,2017-10-13 11:09:46,clear,clear
Female,national_identity_card,2020-07-28,PRT,PRT,,,,2017-10-13 11:17:09,consider,consider
Male,residence_permit,2018-02-05,AUT,,,,,2017-10-13 11:27:30,clear,clear
,national_identity_card,2018-01-23,DEU,DEU,,,,2017-10-13 11:27:41,clear,clear
Female,driving_licence,2027-05-11,GBR,,2017-05-12,,,2017-10-13 11:48:07,consider,clear
Male,national_identity_card,,FRA,,2013-03,,,2017-10-13 12:20:45,clear,clear
Female,driving_licence,2023-09-03,GBR,,2013-09-04,,,2017-10-13 12:28:44,clear,clear
Male,passport,2021-06-01,GBR,GBR,,,,2017-10-13 12:30:31,consider,clear
Male,national_identity_card,2026-01-14,LTU,LTU,,,,2017-10-13 12:30:53,clear,clear
,driving_licence,,FRA,,2012-06-15,,,2017-10-13 13:23:29,clear,clear
,driving_licence,2023-07-17,IRL,,2013-07-29,,,2017-10-13 13:24:39,clear,clear
Female,passport,2026-08-30,LTU,LTU,,,,2017-10-13 13:43:32,consider,consider
Female,driving_licence,2025-01-12,GBR,,2016-04-13,,,2017-10-13 14:02:54,clear,clear
Male,national_identity_card,2018-07-02,GIB,GBR,,,,2017-10-13 14:03:01,consider,consider
,,,,,,,,2017-10-13 14:03:28,consider,
Male,driving_licence,2023-07-31,GBR,,2014-04-29,,,2017-10-13 14:07:27,clear,clear
Female,national_identity_card,,FRA,,2012-11,,,2017-10-13 14:08:41,clear,clear
Female,passport,2027-04-03,GBR,GBR,,,,2017-10-13 14:14:13,consider,consider
Female,national_identity_card,,FRA,,2012-04,,,2017-10-13 14:21:56,clear,clear
Female,driving_licence,2025-12-17,GBR,,2015-12-18,,,2017-10-13 14:23:14,consider,consider
,,,,,,,,2017-10-13 14:32:18,consider,
,,,,,,,,2017-10-13 14:41:53,consider,
,driving_licence,2021-09-09,LTU,,2011-09-09,,,2017-10-13 14:50:38,clear,clear
Female,driving_licence,2021-09-21,GBR,,2012-01-05,,,2017-10-13 14:57:59,clear,clear
,,,,,,,,2017-10-13 15:05:12,consider,
,driving_licence,2018-11-03,NLD,,2008-11-03,,,2017-10-13 15:08:35,clear,clear
Male,driving_licence,2022-02-20,GBR,,2012-08-09,,,2017-10-13 15:10:47,clear,clear
,,,,,,,,2017-10-13 15:13:37,consider,
Male,national_identity_card,,FRA,,2013-08,,,2017-10-13 15:40:53,consider,consider
,,,,,,,,2017-10-13 16:10:30,consider,
Female,national_identity_card,2019-05-29,ESP,ESP,,,,2017-10-13 16:16:15,clear,clear
,,,,,,,,2017-10-13 16:17:55,consider,
,national_identity_card,,ITA,,,,,2017-10-13 16:24:39,clear,clear
,,,,,,,,2017-10-13 16:34:50,consider,
,national_identity_card,,GRC,,,,,2017-10-13 17:00:45,clear,clear
